id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2022-263663,2022-03-09,1,Vente,95800.00,106,,"RUE D AURON",0270,18000,18033,Bourges,18,,,18033000IM0495,,,2,57.64,,,,,,,,,1,2,Appartement,57.00,2,,,,,,2.3910610,47.0803310,000IM
2022-263666,2022-03-09,1,Vente,103000.00,178,,"RUE LOUIS MALLET",3554,18000,18033,Bourges,18,,,18033000EY0118,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,618.00,2.3682750,47.0821270,000EY
2022-263666,2022-03-09,1,Vente,103000.00,178,,"RUE LOUIS MALLET",3554,18000,18033,Bourges,18,,,18033000EY0118,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,334.00,2.3682750,47.0821270,000EY
2022-263666,2022-03-09,1,Vente,103000.00,178,,"RUE LOUIS MALLET",3554,18000,18033,Bourges,18,,,18033000EY0118,,,,,,,,,,,,,0,1,Maison,73.00,4,S,sols,,,334.00,2.3682750,47.0821270,000EY
2022-263666,2022-03-09,1,Vente,103000.00,178,,"RUE LOUIS MALLET",3554,18000,18033,Bourges,18,,,18033000EY0118,,,,,,,,,,,,,0,1,Maison,73.00,4,J,jardins,,,618.00,2.3682750,47.0821270,000EY
2022-263668,2022-03-09,1,Vente,58000.00,40,B,"RUE DE TURLY",5670,18000,18033,Bourges,18,,,18033000BL0310,,,15,64.93,51,,83,,,,,,3,2,Appartement,65.00,3,,,,,,2.4136440,47.0970950,000BL
2022-263668,2022-03-09,1,Vente,58000.00,40,B,"RUE DE TURLY",5670,18000,18033,Bourges,18,,,18033000BL0310,,,15,64.93,51,,83,,,,,,3,3,Dépendance,,0,,,,,,2.4136440,47.0970950,000BL
2022-263669,2022-02-24,1,Vente,500000.00,17,,"RUE SALLE D ARMES",5410,18000,18033,Bourges,18,,,18033000CE0026,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",3735.00,0,S,sols,,,5289.00,2.4181290,47.0788070,000CE
2022-263680,2022-03-18,1,Vente,230000.00,62,,"BD DE JURANVILLE",3250,18000,18033,Bourges,18,,,18033000IN0654,,,3,17.72,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3886790,47.0861280,000IN
2022-263669,2022-02-24,1,Vente,500000.00,17,,"RUE SALLE D ARMES",5410,18000,18033,Bourges,18,,,18033000CE0026,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",3735.00,0,AB,"terrains a bâtir",,,1500.00,2.4181290,47.0788070,000CE
2022-263671,2022-03-18,1,Vente,131000.00,14,,"RUE GEORGES BERNANOS",2490,18000,18033,Bourges,18,,,18033000EX0177,,,,,,,,,,,,,0,1,Maison,65.00,4,S,sols,,,213.00,2.3817370,47.0805630,000EX
2022-263671,2022-03-18,1,Vente,131000.00,14,,"RUE GEORGES BERNANOS",2490,18000,18033,Bourges,18,,,18033000EX0177,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,213.00,2.3817370,47.0805630,000EX
2022-263679,2022-03-11,1,Vente,76000.00,13,,"RUE DE PALENCIA",4297,18000,18033,Bourges,18,,,18033000DV0151,,,179,,71,43.95,,,,,,,2,2,Appartement,45.00,2,,,,,,2.3951890,47.0546280,000DV
2022-263679,2022-03-11,1,Vente,76000.00,19,,"RUE DE PALENCIA",4297,18000,18033,Bourges,18,,,18033000DV0151,,,322,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3951890,47.0546280,000DV
2022-263679,2022-03-11,1,Vente,76000.00,13,,"RUE DE PALENCIA",4297,18000,18033,Bourges,18,,,18033000DV0151,,,179,,71,43.95,,,,,,,2,3,Dépendance,,0,,,,,,2.3951890,47.0546280,000DV
2022-263680,2022-03-18,1,Vente,230000.00,,,"RUE DE LA SIRENE",5500,18000,18033,Bourges,18,,,18033000IN0029,,,,,,,,,,,,,0,,,,,S,sols,,,9.00,2.3890600,47.0860750,000IN
2022-263680,2022-03-18,1,Vente,230000.00,62,,"BD DE JURANVILLE",3250,18000,18033,Bourges,18,,,18033000IN0654,,,3,17.72,,,,,,,,,1,1,Maison,130.00,5,,,,,,2.3886790,47.0861280,000IN
2022-263680,2022-03-18,1,Vente,230000.00,62,,"BD DE JURANVILLE",3250,18000,18033,Bourges,18,,,18033000IN0655,,,,,,,,,,,,,0,,,,,S,sols,,,161.00,2.3888500,47.0861340,000IN
2022-263681,2022-03-15,1,Vente,295000.00,22,,"RUE VEDEAU",5740,18000,18033,Bourges,18,,,18033000DY0400,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,443.00,2.3869370,47.0746160,000DY
2022-263681,2022-03-15,1,Vente,295000.00,22,,"RUE VEDEAU",5740,18000,18033,Bourges,18,,,18033000DY0400,,,,,,,,,,,,,0,1,Maison,114.00,6,S,sols,,,443.00,2.3869370,47.0746160,000DY
2022-263685,2022-03-18,1,Vente,285000.00,21,,"RUE PORTE JAUNE",4830,18000,18033,Bourges,18,,,18033000IO0756,,,2,,3,,4,,6,,,,4,3,Dépendance,,0,,,,,,2.3978900,47.0834790,000IO
2022-263685,2022-03-18,1,Vente,285000.00,21,,"RUE PORTE JAUNE",4830,18000,18033,Bourges,18,,,18033000IO0756,,,2,,3,,4,,6,,,,4,3,Dépendance,,0,,,,,,2.3978900,47.0834790,000IO
2022-263685,2022-03-18,1,Vente,285000.00,21,,"RUE PORTE JAUNE",4830,18000,18033,Bourges,18,,,18033000IO0756,,,2,,3,,4,,6,,,,4,3,Dépendance,,0,,,,,,2.3978900,47.0834790,000IO
2022-263685,2022-03-18,1,Vente,285000.00,21,,"RUE PORTE JAUNE",4830,18000,18033,Bourges,18,,,18033000IO0756,,,2,,3,,4,,6,,,,4,3,Dépendance,,0,,,,,,2.3978900,47.0834790,000IO
2022-263685,2022-03-18,1,Vente,285000.00,21,,"RUE PORTE JAUNE",4830,18000,18033,Bourges,18,,,18033000IO0756,,,2,,3,,4,,6,,,,4,2,Appartement,195.00,6,,,,,,2.3978900,47.0834790,000IO
2022-263724,2022-03-11,1,Vente,20000.00,87,,"RUE DE VAUVERT",5730,18000,18033,Bourges,18,,,18033000EY0059,,,242,18.89,,,,,,,,,1,2,Appartement,18.00,1,,,,,,2.3778850,47.0821530,000EY
2022-263725,2022-03-11,1,Vente,67000.00,3,B,"RUE DU PUITS NEUF",5000,18000,18033,Bourges,18,,,18033000AI0236,,,,,,,,,,,,,0,1,Maison,18.00,1,S,sols,,,26.00,2.4070810,47.1244120,000AI
2022-263725,2022-03-11,1,Vente,67000.00,3,,"RUE DU PUITS NEUF",5000,18000,18033,Bourges,18,,,18033000AI0237,,,,,,,,,,,,,0,,,,,S,sols,,,36.00,2.4070850,47.1244440,000AI
2022-263725,2022-03-11,1,Vente,67000.00,,,"RUE DU PUITS NEUF",5000,18000,18033,Bourges,18,,,18033000AI0240,,,,,,,,,,,,,0,,,,,S,sols,,,33.00,2.4071650,47.1244160,000AI
2022-263729,2022-03-11,1,Vente,95000.00,27,,"AV H LAUDIER",2840,18000,18033,Bourges,18,,,18033000HS0030,,,36,,8,73.62,,,,,,,2,3,Dépendance,,0,,,,,,2.3936110,47.0931360,000HS
2022-263729,2022-03-11,1,Vente,95000.00,27,,"AV H LAUDIER",2840,18000,18033,Bourges,18,,,18033000HS0030,,,36,,8,73.62,,,,,,,2,2,Appartement,73.00,4,,,,,,2.3936110,47.0931360,000HS
2022-263730,2022-03-07,1,Vente,185000.00,3,,"RUE DE SERAUCOURT",5472,18000,18033,Bourges,18,,,18033000IK0514,,,61,,84,,,,,,,,2,4,"Local industriel. commercial ou assimilé",116.00,0,,,,,,2.3993320,47.0788920,000IK
2022-263731,2022-03-15,1,Vente,44000.00,,,"DOMAINE DU GRAND MAZIERES",B081,18000,18033,Bourges,18,,,18033000DV0558,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,758.00,2.3877600,47.0522270,000DV
2022-263735,2022-03-14,1,Vente,480000.00,10,,"BD DE STRASBOURG",5540,18000,18033,Bourges,18,,,18033000HZ0277,,,,,,,,,,,,,0,1,Maison,187.00,11,S,sols,,,319.00,2.4017090,47.0814530,000HZ
2022-263737,2022-03-04,1,Vente,260000.00,33,,"RUE DU GUE",2696,18000,18033,Bourges,18,,,18033000YA0115,,,,,,,,,,,,,0,1,Maison,113.00,4,S,sols,,,1153.00,2.4363080,47.0396560,000YA
2022-263749,2022-03-18,1,Vente,115000.00,11,A,"RUE DE LA SIRENE",5500,18000,18033,Bourges,18,,,18033000IN0597,,,,,,,,,,,,,0,1,Maison,72.00,3,S,sols,,,102.00,2.3887530,47.0860650,000IN
2022-263760,2022-03-22,1,"Vente en l'état futur d'achèvement",213866.27,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,104,46.49,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2022-263762,2022-03-18,1,Vente,9500.00,9001,,"RES DE MAZIERES",A468,18000,18033,Bourges,18,,,18033000DW0196,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3867000,47.0612750,000DW
2022-263763,2022-03-14,1,Vente,12000.00,9002,,"RUE DES POULIES",4840,18000,18033,Bourges,18,,,18033000HV0892,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,23.00,2.3921020,47.0875870,000HV
2022-263768,2022-03-21,1,Vente,51800.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,43,24.00,45,,,,,,,,2,2,Appartement,20.00,1,,,,,,2.3961570,47.0828690,000IO
2022-263768,2022-03-21,1,Vente,51800.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,43,24.00,45,,,,,,,,2,2,Appartement,34.00,2,,,,,,2.3961570,47.0828690,000IO
2022-263768,2022-03-21,1,Vente,51800.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,43,24.00,45,,,,,,,,2,2,Appartement,21.00,1,,,,,,2.3961570,47.0828690,000IO
2022-263786,2022-03-22,1,Vente,160000.00,56,,"RUE DE LA CHAPELLE",1062,18000,18033,Bourges,18,,,18033000ET0052,,,,,,,,,,,,,0,1,Maison,55.00,3,S,sols,,,970.00,2.3805210,47.0763170,000ET
2022-263786,2022-03-22,1,Vente,160000.00,56,,"RUE DE LA CHAPELLE",1062,18000,18033,Bourges,18,,,18033000ET0052,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,970.00,2.3805210,47.0763170,000ET
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,1,Maison,80.00,4,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,51,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0426,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,323.00,2.4307250,47.0807180,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0428,,,,,,,,,,,,,0,,,,,S,sols,,,454.00,2.4309620,47.0806550,000BZ
2022-263793,2022-02-28,2,Vente,118000.00,,,"AV DES DUMONES",1840,18000,18033,Bourges,18,,,18033000BZ0429,,,,,,,,,,,,,0,,,,,S,sols,,,262.00,2.4310430,47.0806500,000BZ
2022-263796,2022-02-28,1,Vente,70000.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,56,48.00,,,,,,,,,1,2,Appartement,20.00,1,,,,,,2.3961570,47.0828690,000IO
2022-263796,2022-02-28,1,Vente,70000.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3961570,47.0828690,000IO
2022-263796,2022-02-28,1,Vente,70000.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,56,48.00,,,,,,,,,1,2,Appartement,21.00,1,,,,,,2.3961570,47.0828690,000IO
2022-263796,2022-02-28,1,Vente,70000.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,56,48.00,,,,,,,,,1,2,Appartement,34.00,2,,,,,,2.3961570,47.0828690,000IO
2022-263796,2022-02-28,1,Vente,70000.00,26,,"RUE MOYENNE",4180,18000,18033,Bourges,18,,,18033000IO0388,,,56,48.00,,,,,,,,,1,2,Appartement,48.00,2,,,,,,2.3961570,47.0828690,000IO
2022-263804,2022-03-01,1,Vente,128000.00,11,,"RUE DE LA HALLE",2790,18000,18033,Bourges,18,,,18033000IN0516,,,25,63.79,27,,51,,77,,83,,5,2,Appartement,76.00,3,,,,,,2.3903030,47.0825460,000IN
2022-263804,2022-03-01,1,Vente,128000.00,11,,"RUE DE LA HALLE",2790,18000,18033,Bourges,18,,,18033000IN0516,,,25,63.79,27,,51,,77,,83,,5,3,Dépendance,,0,,,,,,2.3903030,47.0825460,000IN
2022-263804,2022-03-01,1,Vente,128000.00,11,,"RUE DE LA HALLE",2790,18000,18033,Bourges,18,,,18033000IN0516,,,25,63.79,27,,51,,77,,83,,5,3,Dépendance,,0,,,,,,2.3903030,47.0825460,000IN
2022-263806,2022-03-16,1,Vente,89690.00,14,,"RUE CALVIN",0820,18000,18033,Bourges,18,,,18033000HV0610,,,46,,,,,,,,,,1,2,Appartement,44.00,2,,,,,,2.3977680,47.0865280,000HV
2022-263808,2022-03-16,1,Vente,29000.00,,,"RUE BARBES",0340,18000,18033,Bourges,18,,,18033000DY0140,,,,,,,,,,,,,0,,,,,S,sols,,,29.00,2.3886070,47.0727450,000DY
2022-263808,2022-03-16,1,Vente,29000.00,142,B,"RUE BARBES",0340,18000,18033,Bourges,18,,,18033000DY0520,,,,,,,,,,,,,0,1,Maison,28.00,1,S,sols,,,37.00,2.3885650,47.0727570,000DY
2022-263808,2022-03-16,1,Vente,29000.00,142,B,"RUE BARBES",0340,18000,18033,Bourges,18,,,18033000DY0604,,,,,,,,,,,,,0,,,,,S,sols,,,9.00,2.3881570,47.0728060,000DY
2022-263808,2022-03-16,1,Vente,29000.00,,,"RUE BARBES",0340,18000,18033,Bourges,18,,,18033000DY0685,,,,,,,,,,,,,0,,,,,S,sols,,,113.00,2.3882470,47.0727550,000DY
2022-263811,2022-03-16,1,Vente,57000.00,33,,"AV MARX DORMOY",3820,18000,18033,Bourges,18,,,18033000HT0361,,,12,,8,,,,,,,,2,2,Appartement,41.00,2,,,,,,2.4021050,47.0922770,000HT
2022-263811,2022-03-16,1,Vente,57000.00,,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0367,,,,,,,,,,,,,0,,,,,S,sols,,,346.00,2.4015200,47.0922590,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263811,2022-03-16,1,Vente,57000.00,9368,,"RUE FONTAINE DE FER",2150,18000,18033,Bourges,18,,,18033000HT0368,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,142.00,2.4016410,47.0922710,000HT
2022-263847,2022-03-25,1,Vente,110000.00,18,,"RUE DES LILAS",3460,18000,18033,Bourges,18,,,18033000BT0324,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,106.00,2.4123140,47.0836060,000BT
2022-263847,2022-03-25,1,Vente,110000.00,18,,"RUE DES LILAS",3460,18000,18033,Bourges,18,,,18033000BT0324,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,106.00,2.4123140,47.0836060,000BT
2022-263847,2022-03-25,1,Vente,110000.00,18,,"RUE DES LILAS",3460,18000,18033,Bourges,18,,,18033000BT0324,,,,,,,,,,,,,0,1,Maison,59.00,3,S,sols,,,106.00,2.4123140,47.0836060,000BT
2022-263848,2022-03-22,1,Vente,13500.00,6,,"RUE PAUL COMMENGE",4418,18000,18033,Bourges,18,,,18033000IN0574,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3893570,47.0838030,000IN
2022-263852,2022-03-15,1,Vente,157000.00,61,,"RUE PAUL LANGEVIN",4453,18000,18033,Bourges,18,,,18033000IS0262,,,,,,,,,,,,,0,1,Maison,125.00,6,S,sols,,,424.00,2.4317710,47.1074240,000IS
2022-263854,2022-03-23,1,Vente,135000.00,44,,"RUE D AUVERGNE",0275,18000,18033,Bourges,18,,,18033000IR0348,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,586.00,2.4157560,47.0600560,000IR
2022-263854,2022-03-23,1,Vente,135000.00,44,,"RUE D AUVERGNE",0275,18000,18033,Bourges,18,,,18033000IR0348,,,,,,,,,,,,,0,1,Maison,100.00,6,S,sols,,,586.00,2.4157560,47.0600560,000IR
2022-263854,2022-03-23,1,Vente,135000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0355,,,,,,,,,,,,,0,,,,,S,sols,,,72.00,2.4149990,47.0607630,000IR
2022-263854,2022-03-23,1,Vente,135000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0358,,,,,,,,,,,,,0,,,,,S,sols,,,5.00,2.4151550,47.0610160,000IR
2022-263854,2022-03-23,1,Vente,135000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0581,,,,,,,,,,,,,0,,,,,S,sols,,,121.00,2.4160100,47.0602140,000IR
2022-263854,2022-03-23,1,Vente,135000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0582,,,,,,,,,,,,,0,,,,,S,sols,,,60.00,2.4159930,47.0601960,000IR
2022-263854,2022-03-23,1,Vente,135000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0610,,,,,,,,,,,,,0,,,,,S,sols,,,667.00,2.4156550,47.0598090,000IR
2022-263855,2022-03-25,1,Vente,135000.00,39,,"BD CHANZY",1040,18000,18033,Bourges,18,,,18033000BT0009,,,217,,253,94.62,,,,,,,2,3,Dépendance,,0,,,,,,2.4034690,47.0849640,000BT
2022-263855,2022-03-25,1,Vente,135000.00,39,,"BD CHANZY",1040,18000,18033,Bourges,18,,,18033000BT0009,,,217,,253,94.62,,,,,,,2,2,Appartement,93.00,4,,,,,,2.4034690,47.0849640,000BT
2022-263855,2022-03-25,1,Vente,135000.00,39,,"BD CHANZY",1040,18000,18033,Bourges,18,,,18033000BT0009,,,201,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4034690,47.0849640,000BT
2022-263856,2022-03-24,1,Vente,126000.00,116,,"RUE DE MAZIERES",3910,18000,18033,Bourges,18,,,18033000DW0059,,,,,,,,,,,,,0,1,Maison,61.00,4,J,jardins,,,321.00,2.3898040,47.0643920,000DW
2022-263856,2022-03-24,1,Vente,126000.00,116,,"RUE DE MAZIERES",3910,18000,18033,Bourges,18,,,18033000DW0059,,,,,,,,,,,,,0,1,Maison,61.00,4,S,sols,,,258.00,2.3898040,47.0643920,000DW
2022-263857,2022-03-25,1,Vente,36500.00,,,"LES BREUSSES",B022,18000,18033,Bourges,18,,,18033000EO0812,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,457.00,2.3644080,47.0686980,000EO
2022-263859,2022-03-18,1,Vente,70000.00,28,,"RUE AUGUSTE COMTE",0230,18000,18033,Bourges,18,,,18033000DZ0093,,,,,,,,,,,,,0,1,Maison,90.00,4,S,sols,,,388.00,2.3856150,47.0726520,000DZ
2022-263859,2022-03-18,1,Vente,70000.00,28,,"RUE AUGUSTE COMTE",0230,18000,18033,Bourges,18,,,18033000DZ0093,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,388.00,2.3856150,47.0726520,000DZ
2022-263861,2022-03-16,1,Vente,120000.00,12,,"RUE EMILE MARTIN",1940,18000,18033,Bourges,18,,,18033000IK0625,,,29,69.94,3,,,,,,,,2,3,Dépendance,,0,,,,,,2.4013600,47.0793870,000IK
2022-263861,2022-03-16,1,Vente,120000.00,12,,"RUE EMILE MARTIN",1940,18000,18033,Bourges,18,,,18033000IK0625,,,29,69.94,3,,,,,,,,2,2,Appartement,69.00,2,,,,,,2.4013600,47.0793870,000IK
2022-263870,2022-03-15,1,Vente,122845.00,45,,"RUE HENRI SELLIER",2870,18000,18033,Bourges,18,,,18033000IL0230,,,217,102.13,258,,,,,,,,2,3,Dépendance,,0,,,,,,2.3967990,47.0751560,000IL
2022-263870,2022-03-15,1,Vente,122845.00,45,,"RUE HENRI SELLIER",2870,18000,18033,Bourges,18,,,18033000IL0230,,,265,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3967990,47.0751560,000IL
2022-263870,2022-03-15,1,Vente,122845.00,45,,"RUE HENRI SELLIER",2870,18000,18033,Bourges,18,,,18033000IL0230,,,217,102.13,258,,,,,,,,2,2,Appartement,100.00,5,,,,,,2.3967990,47.0751560,000IL
2022-263871,2022-03-15,1,Vente,240000.00,12,,"IMP MONTPLAISIR",4090,18000,18033,Bourges,18,,,18033000BT0505,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,287.00,2.4074460,47.0830900,000BT
