id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2020-128171,2020-09-01,1,Vente,15000.00,,,"LES TREMBLETS",B289,18000,18033,Bourges,18,,,18033000YB0125,,,,,,,,,,,,,0,,,,,T,terres,,,1690.00,,,000YB
2021-266703,2021-05-19,1,Vente,1.00,,,"LA PREE",B228,18000,18033,Bourges,18,,,18033000AL0109,,,,,,,,,,,,,0,,,,,S,sols,,,131.00,,,000AL
2022-264963,2022-05-10,1,Vente,2000.00,,,"LES GRANDS CHENUS",B117,18000,18033,Bourges,18,,,18033000BW0002,,,,,,,,,,,,,0,,,,,J,jardins,,,1002.00,,,000BW
2021-266032,2021-03-26,1,Vente,150000.00,,,"RUE CHARLET",1160,18000,18033,Bourges,18,,,18033000BV0002,,,,,,,,,,,,,0,,,,,S,sols,,,179.00,2.4145310,47.0846520,000BV
2021-265488,2021-02-05,1,Vente,60000.00,,,"MOULIN BATARD",B172,18000,18033,Bourges,18,,,18033000HN0139,,,,,,,,,,,,,0,,,,,S,sols,,,620.00,2.3513360,47.0850090,000HN
2021-265041,2021-01-11,1,Vente,70000.00,159,,"CHE DE VILLENEUVE",5830,18000,18033,Bourges,18,,,18033000EM0572,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",500.00,0,S,sols,,,809.00,2.3602760,47.0617970,000EM
2021-265041,2021-01-11,1,Vente,70000.00,159,,"CHE DE VILLENEUVE",5830,18000,18033,Bourges,18,,,18033000EM0572,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",500.00,0,T,terres,,,4885.00,2.3602760,47.0617970,000EM
2021-265043,2021-01-07,1,Vente,711570.00,9,,"RUE SAMSON",5420,18000,18033,Bourges,18,,,18033000HY0219,,,,,,,,,,,,,0,1,Maison,250.00,8,J,jardins,,,333.00,2.4014000,47.0830920,000HY
2021-265043,2021-01-07,1,Vente,711570.00,9,,"RUE SAMSON",5420,18000,18033,Bourges,18,,,18033000HY0219,,,,,,,,,,,,,0,1,Maison,250.00,8,S,sols,,,504.00,2.4014000,47.0830920,000HY
2021-265049,2021-01-08,1,Vente,126188.00,2,B,"RUE PIERRE ANDRE DE SUFFREN",4653,18000,18033,Bourges,18,,,18033000BZ0316,,,3,91.29,56,,,,,,,,2,2,Appartement,79.00,4,,,,,,2.4320640,47.0834240,000BZ
2021-265054,2021-01-12,1,"Vente en l'état futur d'achèvement",219444.00,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,183,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265056,2021-01-12,1,"Vente en l'état futur d'achèvement",219444.00,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,150,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265057,2021-01-12,1,Vente,2000.00,,,"MARAIS DES 4 PELLES",B159,18000,18033,Bourges,18,,,18033000BR0242,,,,,,,,,,,,,0,,,,,J,jardins,,,523.00,2.4060590,47.0916610,000BR
2021-265062,2021-01-12,1,Vente,74500.00,12,,"RUE JEANNE DE FRANCE",3160,18000,18033,Bourges,18,,,18033000EW0133,,,2,,7,74.75,8,17.50,,,,,3,2,Appartement,76.00,3,,,,,,2.3886190,47.0793290,000EW
2021-265064,2021-01-19,1,Vente,74000.00,96,B,"AV FRANCOIS MITTERRAND",2221,18000,18033,Bourges,18,,,18033000CM0121,,,27,53.40,,,,,,,,,1,2,Appartement,52.00,3,,,,,,2.4358130,47.0826730,000CM
2021-265064,2021-01-19,1,Vente,74000.00,96,B,"AV FRANCOIS MITTERRAND",2221,18000,18033,Bourges,18,,,18033000CM0121,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4358130,47.0826730,000CM
2021-265070,2021-01-12,1,Vente,120000.00,9003,,"PLAME SOURIS",B344,18000,18033,Bourges,18,,,18033000CN0228,,,,,,,,,,,,,0,1,Maison,81.00,4,S,sols,,,518.00,2.4597500,47.0848150,000CN
2021-265070,2021-01-12,1,Vente,120000.00,,,"VILLAGE DE PLAME SOURIS",B306,18000,18033,Bourges,18,,,18033000CN0229,,,,,,,,,,,,,0,,,,,P,prés,,,525.00,2.4593140,47.0847890,000CN
2021-265070,2021-01-12,1,Vente,120000.00,,,"VILLAGE DE PLAME SOURIS",B306,18000,18033,Bourges,18,,,18033000CN0229,,,,,,,,,,,,,0,,,,,S,sols,,,433.00,2.4593140,47.0847890,000CN
2021-265072,2021-01-12,1,Vente,5400.00,,,"MARAIS NEUFS",B160,18000,18033,Bourges,18,,,18033000BO0063,,,,,,,,,,,,,0,,,,,J,jardins,,,1084.00,2.4190700,47.0888160,000BO
2021-265073,2021-01-15,1,"Vente en l'état futur d'achèvement",210921.60,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,84,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265074,2021-01-14,1,"Vente en l'état futur d'achèvement",215712.00,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,120,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265075,2021-01-13,1,"Vente en l'état futur d'achèvement",182066.40,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,78,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265077,2021-01-15,1,Vente,112000.00,60,,"RUE JEAN BAFFIER",2980,18000,18033,Bourges,18,,,18033000IK0763,,,105,70.53,,,,,,,,,1,2,Appartement,68.00,3,,,,,,2.4044050,47.0764080,000IK
2021-265077,2021-01-15,1,Vente,112000.00,60,,"RUE JEAN BAFFIER",2980,18000,18033,Bourges,18,,,18033000IK0763,,,101,,102,,103,,,,,,3,3,Dépendance,,0,,,,,,2.4044050,47.0764080,000IK
2021-265092,2021-01-08,1,Vente,75000.00,29,,"RUE DU PETIT CHAILLOUX",4521,18000,18033,Bourges,18,,,18033000AM0772,,,,,,,,,,,,,0,,,,,T,terres,,,7942.00,2.4148180,47.1225080,000AM
2021-265094,2021-01-06,1,Vente,245000.00,,,"LES SARDEES",B273,18000,18033,Bourges,18,,,18033000ZB0102,,,,,,,,,,,,,0,,,,,S,sols,,,966.00,2.4219300,47.1188650,000ZB
2021-265094,2021-01-06,1,Vente,245000.00,9103,F,"CHEM DU PRESSOIR",4929,18000,18033,Bourges,18,,,18033000ZB0103,,,,,,,,,,,,,0,1,Maison,151.00,7,S,sols,,,308.00,2.4219110,47.1186100,000ZB
2021-265095,2021-01-06,1,Vente,45000.00,107,,"RUE EDOUARD VAILLANT",1910,18000,18033,Bourges,18,,,18033000HV0664,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4002950,47.0897010,000HV
2021-265095,2021-01-06,1,Vente,45000.00,107,,"RUE EDOUARD VAILLANT",1910,18000,18033,Bourges,18,,,18033000HV0664,,,23,,51,,,,,,,,2,2,Appartement,26.00,1,,,,,,2.4002950,47.0897010,000HV
2021-265096,2021-01-08,1,Vente,316900.00,8,,"RUE DU SECRETAIN",5450,18000,18033,Bourges,18,,,18033000IN0254,,,2,,,,,,,,,,1,1,Maison,190.00,6,,,,,,2.3918060,47.0822670,000IN
2021-265096,2021-01-08,1,Vente,316900.00,8,A,"RUE DU SECRETAIN",5450,18000,18033,Bourges,18,,,18033000IN0255,,,1,,2,,,,,,,,2,3,Dépendance,,0,,,,,,2.3918120,47.0823240,000IN
2021-265097,2021-01-08,1,Vente,133000.00,202,,"RTE DE SAINT MICHEL",5350,18000,18033,Bourges,18,,,18033000AY0300,,,,,,,,,,,,,0,1,Maison,78.00,5,S,sols,,,881.00,2.4224910,47.1030390,000AY
2021-265099,2021-01-05,1,Vente,52000.00,112,,"RUE EDOUARD VAILLANT",1910,18000,18033,Bourges,18,,,18033000HW0170,,,3,32.64,,,,,,,,,1,2,Appartement,34.00,2,,,,,,2.4008680,47.0891240,000HW
2021-265100,2021-01-21,1,Vente,115000.00,,,"AV DES BIGARELLES",0580,18000,18033,Bourges,18,,,18033000CK0255,,,,,,,,,,,,,0,,,,,S,sols,,,76.00,2.4279280,47.0778620,000CK
2021-265100,2021-01-21,1,Vente,115000.00,6,,"RUE AGNES SOREL",0065,18000,18033,Bourges,18,,,18033000CK0284,,,,,,,,,,,,,0,1,Maison,82.00,4,S,sols,,,317.00,2.4277930,47.0778430,000CK
2021-265128,2021-01-15,1,Vente,90000.00,35,,"RUE JEAN JACQUES ROUSSEAU",3060,18000,18033,Bourges,18,,,18033000DY0040,,,108,,12,,,,,,,,2,2,Appartement,42.00,2,,,,,,2.3883450,47.0778560,000DY
2021-265128,2021-01-15,1,Vente,90000.00,35,,"RUE JEAN JACQUES ROUSSEAU",3060,18000,18033,Bourges,18,,,18033000DY0040,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3883450,47.0778560,000DY
2021-265140,2021-01-07,1,Vente,67000.00,4,,"PL JURANVILLE",3252,18000,18033,Bourges,18,,,18033000HP0059,,,221,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3884830,47.0835780,000HP
2021-265140,2021-01-07,1,Vente,67000.00,1,,"RUE DE L ILE D OR",2910,18000,18033,Bourges,18,,,18033000HP0059,,,112,66.93,125,,,,,,,,2,2,Appartement,67.00,3,,,,,,2.3884830,47.0835780,000HP
2021-265141,2021-01-08,1,Vente,120000.00,82,B,"AV FRANCOIS MITTERRAND",2221,18000,18033,Bourges,18,,,18033000CM0112,,,,,,,,,,,,,0,1,Maison,76.00,3,S,sols,,,607.00,2.4343100,47.0832390,000CM
2021-265141,2021-01-08,1,Vente,120000.00,,,"RLE DE NEVERS",4245,18000,18033,Bourges,18,,,18033000CM0113,,,,,,,,,,,,,0,,,,,J,jardins,,,65.00,2.4343580,47.0830570,000CM
2021-265141,2021-01-08,1,Vente,120000.00,,,"RTE DE NEVERS",4240,18000,18033,Bourges,18,,,18033000CM0354,,,,,,,,,,,,,0,,,,,S,sols,,,83.00,2.4343840,47.0832340,000CM
2021-265145,2021-01-08,1,Vente,53000.00,4,,"RUE ARTHUR RIMBAUD",0195,18000,18033,Bourges,18,,,18033000BL0382,,,193,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4118200,47.0963880,000BL
2021-265145,2021-01-08,1,Vente,53000.00,4,,"RUE ARTHUR RIMBAUD",0195,18000,18033,Bourges,18,,,18033000BL0382,,,12,95.00,150,,,,,,,,2,2,Appartement,100.00,5,,,,,,2.4118200,47.0963880,000BL
2021-265146,2021-01-15,1,Vente,245000.00,18,,"ALL DES HELLEBORES",2803,18000,18033,Bourges,18,,,18033000CD0477,,,,,,,,,,,,,0,1,Maison,125.00,5,S,sols,,,1263.00,2.4265560,47.0811530,000CD
2021-265146,2021-01-15,1,Vente,245000.00,,,"RUE DE MONTIFAUT",4085,18000,18033,Bourges,18,,,18033000CD0492,,,,,,,,,,,,,0,,,,,S,sols,,,21.00,2.4267480,47.0813200,000CD
2021-265150,2021-01-14,1,Vente,250000.00,28,,"AV DU GEN CHARLES DE GAULLE",2461,18000,18033,Bourges,18,,,18033000BI0035,,,,,,,,,,,,,0,1,Maison,160.00,4,S,sols,,,318.00,2.4044360,47.0949470,000BI
2021-265152,2021-01-07,1,Vente,40000.00,2,B,"RUE MATHIAS PONCET RIVIERE",3840,18000,18033,Bourges,18,,,18033000CD0141,,,,,,,,,,,,,0,1,Maison,35.00,2,S,sols,,,190.00,2.4247010,47.0798110,000CD
2021-265154,2021-01-19,1,Vente,167000.00,76,,"RUE F COILLARD",2210,18000,18033,Bourges,18,,,18033000AD0315,,,,,,,,,,,,,0,1,Maison,106.00,4,S,sols,,,1043.00,2.3962030,47.1258840,000AD
2021-265155,2021-01-15,1,Vente,109000.00,8,,"ALL HENRI GUILLAUMET",2828,18000,18033,Bourges,18,,,18033000EH0643,,,4,19.34,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3865230,47.0703820,000EH
2021-265155,2021-01-15,1,Vente,109000.00,16,,"ALL HENRI GUILLAUMET",2828,18000,18033,Bourges,18,,,18033000EH0643,,,11,60.74,,,,,,,,,1,2,Appartement,60.00,2,,,,,,2.3865230,47.0703820,000EH
2021-265156,2021-01-08,1,Vente,8000.00,,,"RUE SALLE D ARMES",5410,18000,18033,Bourges,18,,,18033000CE0031,,,,,,,,,,,,,0,,,,,S,sols,,,258.00,2.4174640,47.0778220,000CE
2021-265156,2021-01-08,1,Vente,8000.00,,,"IMP DE LA PYROTECHNIE",5027,18000,18033,Bourges,18,,,18033000CI0159,,,,,,,,,,,,,0,,,,,J,jardins,,,117.00,2.4188850,47.0782190,000CI
2021-265156,2021-01-08,1,Vente,8000.00,,,"IMP DE LA PYROTECHNIE",5027,18000,18033,Bourges,18,,,18033000CI0240,,,,,,,,,,,,,0,,,,,S,sols,,,189.00,2.4182660,47.0781460,000CI
2021-265156,2021-01-08,1,Vente,8000.00,,,"IMP DE LA PYROTECHNIE",5027,18000,18033,Bourges,18,,,18033000CI0242,,,,,,,,,,,,,0,,,,,S,sols,,,15.00,2.4185250,47.0781890,000CI
2021-265156,2021-01-08,1,Vente,8000.00,,,"IMP DE LA PYROTECHNIE",5027,18000,18033,Bourges,18,,,18033000CI0260,,,,,,,,,,,,,0,,,,,J,jardins,,,4.00,2.4185450,47.0781890,000CI
2021-265158,2021-01-15,1,Vente,106000.00,36,,"RUE ANTOINE DE CONDORCET",0164,18000,18033,Bourges,18,,,18033000IS0349,,,,,,,,,,,,,0,1,Maison,76.00,4,S,sols,,,479.00,2.4362850,47.1035850,000IS
2021-265161,2021-01-13,1,Vente,100000.00,18,,"RUE DE PROVENCE",4980,18000,18033,Bourges,18,,,18033000DL0051,,,,,,,,,,,,,0,1,Maison,106.00,4,S,sols,,,416.00,2.4083620,47.0668830,000DL
2021-265162,2021-01-06,1,Vente,155475.00,63,,"RUE DE LA PAIX",4294,18000,18033,Bourges,18,,,18033000DV0515,,,,,,,,,,,,,0,1,Maison,70.00,3,S,sols,,,437.00,2.3929510,47.0527950,000DV
2021-265163,2021-01-14,1,Vente,81000.00,27,,"RUE LOUIS MALLET",3554,18000,18033,Bourges,18,,,18033000EW0229,,,21,,,,,,,,,,1,4,"Local industriel. commercial ou assimilé",203.00,0,,,,,,2.3861660,47.0788560,000EW
2021-265165,2021-01-14,1,Vente,2800.00,,,"LES PRES DE LA ROTTE",B234,18000,18033,Bourges,18,,,18033000BM0034,,,,,,,,,,,,,0,,,,,J,jardins,,,755.00,2.4352390,47.0998950,000BM
2021-265165,2021-01-14,1,Vente,2800.00,,,"LES PRES DE LA ROTTE",B234,18000,18033,Bourges,18,,,18033000BM0035,,,,,,,,,,,,,0,,,,,J,jardins,,,770.00,2.4351870,47.1000040,000BM
2021-265166,2021-01-14,1,Vente,85000.00,24,C,"RUE AGNES SOREL",0065,18000,18033,Bourges,18,,,18033000CK0214,,,10,63.92,,,,,,,,,1,2,Appartement,64.00,3,,,,,,2.4273470,47.0773360,000CK
2021-265166,2021-01-14,1,Vente,85000.00,24,A,"RUE AGNES SOREL",0065,18000,18033,Bourges,18,,,18033000CK0214,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4273470,47.0773360,000CK
2021-265167,2021-01-11,1,Vente,42500.00,10,,"RUE ARTHUR RIMBAUD",0195,18000,18033,Bourges,18,,,18033000BL0382,,,107,,19,46.10,,,,,,,2,2,Appartement,46.00,2,,,,,,2.4118200,47.0963880,000BL
2021-265168,2021-01-11,1,Vente,110000.00,1,,"RUE D ANJOU",0160,18000,18033,Bourges,18,,,18033000DL0092,,,,,,,,,,,,,0,1,Maison,63.00,4,S,sols,,,319.00,2.4103520,47.0658360,000DL
2021-265168,2021-01-11,1,Vente,110000.00,,,"RUE D ANJOU",0160,18000,18033,Bourges,18,,,18033000DL0196,,,,,,,,,,,,,0,,,,,S,sols,,,825.00,2.4098690,47.0659610,000DL
2021-265169,2021-01-15,1,Vente,81000.00,5,,"RUE GASTON COUGNY",2400,18000,18033,Bourges,18,,,18033000CH0222,,,,,,,,,,,,,0,1,Maison,69.00,4,S,sols,,,269.00,,,000CH
2021-265169,2021-01-15,1,Vente,81000.00,5,,"RUE GASTON COUGNY",2400,18000,18033,Bourges,18,,,18033000CH0222,,,,,,,,,,,,,0,1,Maison,49.00,3,S,sols,,,269.00,,,000CH
2021-265170,2021-01-15,1,Vente,60000.00,87,,"RUE DE VAUVERT",5730,18000,18033,Bourges,18,,,18033000EY0059,,,198,,218,39.63,,,,,,,2,2,Appartement,40.00,2,,,,,,2.3778850,47.0821530,000EY
2021-265174,2021-01-15,1,Vente,26000.00,3,,"RUE HENRI MOISSAN",2855,18000,18033,Bourges,18,,,18033000AZ0394,,,128,,35,,,,,,,,2,2,Appartement,48.00,3,,,,,,2.4085090,47.1066880,000AZ
2021-265175,2021-01-11,1,Vente,132000.00,7,,"RUE DU PROF FLEMING",4962,18000,18033,Bourges,18,,,18033000DE0183,,,,,,,,,,,,,0,1,Maison,60.00,3,S,sols,,,384.00,2.4240190,47.0619230,000DE
2021-265178,2021-01-05,1,Vente,65000.00,40,,"CRS AVARICUM",0280,18000,18033,Bourges,18,,,18033000HV0211,,,26,62.17,71,,,,,,,,2,2,Appartement,66.00,3,,,,,,2.3972540,47.0872470,000HV
2021-265179,2021-01-07,1,Vente,78000.00,2,,"AV ERNEST RENAN",1978,18000,18033,Bourges,18,,,18033000BT0677,,,118,,155,60.93,,,,,,,2,2,Appartement,61.00,4,,,,,,2.4124950,47.0822380,000BT
2021-265180,2021-01-05,1,Vente,60000.00,21,,"PL PLANCHAT",4740,18000,18033,Bourges,18,,,18033000IN0127,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",151.00,0,S,sols,,,78.00,2.3928830,47.0861460,000IN
2021-265180,2021-01-05,1,Vente,60000.00,21,,"PL PLANCHAT",4740,18000,18033,Bourges,18,,,18033000IN0127,,,,,,,,,,,,,0,1,Maison,40.00,2,S,sols,,,78.00,2.3928830,47.0861460,000IN
2021-265183,2021-01-14,1,Vente,3000.00,89,,"RUE DE MAZIERES",3910,18000,18033,Bourges,18,,,18033000DX0563,,,,,,,,,,,,,0,,,,,J,jardins,,,705.00,2.3920330,47.0671690,000DX
2021-265183,2021-01-14,1,Vente,3000.00,89,,"RUE DE MAZIERES",3910,18000,18033,Bourges,18,,,18033000DX0567,,,,,,,,,,,,,0,,,,,S,sols,,,395.00,2.3912500,47.0670510,000DX
2021-265185,2021-01-07,1,Vente,50000.00,96,,"RUE D AURON",0270,18000,18033,Bourges,18,,,18033000IM0044,,,10,28.21,5,,,,,,,,2,2,Appartement,41.00,1,,,,,,2.3913030,47.0805680,000IM
2021-265188,2021-01-18,1,Vente,138000.00,21,,"RUE PARMENTIER",4360,18000,18033,Bourges,18,,,18033000HV0817,,,23,96.28,,,,,,,,,1,2,Appartement,101.00,4,,,,,,2.3976060,47.0883430,000HV
2021-265188,2021-01-18,1,Vente,138000.00,21,,"RUE PARMENTIER",4360,18000,18033,Bourges,18,,,18033000HV0817,,,46,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3976060,47.0883430,000HV
2021-265191,2021-01-14,1,Vente,93600.00,38,,"RUE JACQUES CARTIER",2954,18000,18033,Bourges,18,,,18033000CK0299,,,,,,,,,,,,,0,,,,,S,sols,,,173.00,2.4327500,47.0796330,000CK
2021-265197,2021-01-26,1,Vente,70000.00,37,,"RUE MIREBEAU",4020,18000,18033,Bourges,18,,,18033000HV0786,,,4,50.92,,,,,,,,,1,2,Appartement,53.00,2,,,,,,2.3958820,47.0867010,000HV
2021-265198,2021-01-25,1,"Vente en l'état futur d'achèvement",205747.56,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,166,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,2,Appartement,24.00,1,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,2,Appartement,36.00,2,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,2,Appartement,30.00,2,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,2,Appartement,30.00,1,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,2,Appartement,91.00,3,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",60.00,0,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265200,2021-01-18,1,Vente,450000.00,16,,"BD DE L INDUSTRIE",2920,18000,18033,Bourges,18,,,18033000DN0398,,,,,,,,,,,,,0,2,Appartement,90.00,3,S,sols,,,375.00,2.3968540,47.0726520,000DN
2021-265201,2021-01-15,1,Vente,1250.00,,,"MARAIS DES CHENUS",B153,18000,18033,Bourges,18,,,18033000BR0120,,,,,,,,,,,,,0,,,,,J,jardins,,,1065.00,2.4122450,47.0885560,000BR
2021-265202,2021-01-15,1,Vente,60000.00,5,,"RUE DES URBETS",5680,18000,18033,Bourges,18,,,18033000IM0019,,,33,39.51,,,,,,,,,1,2,Appartement,41.00,2,,,,,,2.3899900,47.0800570,000IM
2021-265205,2021-01-15,1,Vente,82000.00,81,,"BD DE L AVENIR",0290,18000,18033,Bourges,18,,,18033000EW0314,,,,,,,,,,,,,0,,,,,S,sols,,,485.00,2.3821090,47.0783490,000EW
2021-265205,2021-01-15,1,Vente,82000.00,73,,"BD DE L AVENIR",0290,18000,18033,Bourges,18,,,18033000EW0315,,,,,,,,,,,,,0,1,Maison,90.00,5,S,sols,,,300.00,2.3824890,47.0783810,000EW
2021-265207,2021-01-27,1,"Vente en l'état futur d'achèvement",250776.10,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,73,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265207,2021-01-27,1,"Vente en l'état futur d'achèvement",250776.10,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,26,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265209,2021-01-26,1,"Vente en l'état futur d'achèvement",168405.60,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,165,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265211,2021-01-27,1,"Vente en l'état futur d'achèvement",213777.60,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,178,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0050,,,,,,,,,,,,,0,,,,,S,sols,,,156.00,2.4136590,47.0630250,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0402,,,,,,,,,,,,,0,,,,,S,sols,,,109.00,2.4149020,47.0627490,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0413,,,,,,,,,,,,,0,,,,,S,sols,,,111.00,2.4145220,47.0627330,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0422,,,,,,,,,,,,,0,,,,,S,sols,,,117.00,2.4143050,47.0627470,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0423,,,,,,,,,,,,,0,,,,,S,sols,,,85.00,2.4141120,47.0627800,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0424,,,,,,,,,,,,,0,,,,,S,sols,,,48.00,2.4140520,47.0628260,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0427,,,,,,,,,,,,,0,,,,,S,sols,,,79.00,2.4139730,47.0628680,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0432,,,,,,,,,,,,,0,,,,,S,sols,,,53.00,2.4139240,47.0633220,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0435,,,,,,,,,,,,,0,,,,,S,sols,,,18.00,2.4142810,47.0635530,000IR
2021-265212,2021-01-25,1,Vente,94000.00,9006,,"RUE DE L AQUITAINE",0168,18000,18033,Bourges,18,,,18033000IR0437,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,16.00,2.4143380,47.0635220,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0440,,,,,,,,,,,,,0,,,,,S,sols,,,20.00,2.4144540,47.0634820,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0441,,,,,,,,,,,,,0,,,,,S,sols,,,1234.00,2.4145330,47.0633910,000IR
2021-265212,2021-01-25,1,Vente,94000.00,,,"LES PIJOLINS",B200,18000,18033,Bourges,18,,,18033000IR0442,,,,,,,,,,,,,0,,,,,S,sols,,,30.00,2.4145770,47.0634830,000IR
2021-265212,2021-01-25,1,Vente,94000.00,5,,"RUE DE SAINTONGE",5353,18000,18033,Bourges,18,,,18033000IR0447,,,,,,,,,,,,,0,1,Maison,90.00,5,S,sols,,,350.00,2.4148410,47.0636660,000IR
2021-265215,2021-01-22,1,"Vente en l'état futur d'achèvement",172321.20,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,98,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265216,2021-01-25,1,"Vente en l'état futur d'achèvement",210599.77,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,75,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
2021-265223,2021-01-29,1,"Vente en l'état futur d'achèvement",164628.00,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,87,,,,,,,,,,1,,,,,,,,,,2.4040720,47.0742890,000DK
